epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,37732.9,1.15875,0.48619,1.3048,0.95924,0.89774,0.96004,0.63679,1.26282,0.55269,1.63237,0.004192,0.004192,0.004192
178,37946,1.15423,0.48641,1.29611,0.95919,0.89746,0.9598,0.63676,1.26303,0.553,1.63251,0.004159,0.004159,0.004159
179,38158.6,1.14905,0.48233,1.29127,0.95917,0.89692,0.95943,0.63692,1.26291,0.55303,1.63234,0.004126,0.004126,0.004126
180,38371.4,1.1492,0.48243,1.2966,0.95941,0.89692,0.95949,0.63693,1.26264,0.55301,1.63203,0.004093,0.004093,0.004093
181,38584.2,1.14138,0.481,1.2896,0.95992,0.89723,0.95957,0.637,1.26216,0.55267,1.63164,0.00406,0.00406,0.00406
182,38797.4,1.15225,0.48405,1.29897,0.95972,0.89689,0.95971,0.63724,1.26216,0.55275,1.63155,0.004027,0.004027,0.004027
183,39010.6,1.14745,0.48231,1.2918,0.95973,0.89665,0.95977,0.63753,1.26189,0.55315,1.63127,0.003994,0.003994,0.003994
184,39223.3,1.1451,0.48301,1.29479,0.95904,0.8969,0.95987,0.63788,1.26148,0.55316,1.6309,0.003961,0.003961,0.003961
185,39435.9,1.14206,0.48293,1.29534,0.96024,0.89569,0.95987,0.63799,1.26118,0.5531,1.63064,0.003928,0.003928,0.003928
186,39648.6,1.14306,0.48038,1.29098,0.95995,0.89505,0.95985,0.63849,1.26087,0.55283,1.63038,0.003895,0.003895,0.003895
187,39862,1.14425,0.48086,1.2989,0.96044,0.89472,0.95983,0.63872,1.26037,0.5528,1.62992,0.003862,0.003862,0.003862
188,40074.5,1.14299,0.47889,1.29088,0.96065,0.89394,0.95977,0.63845,1.26026,0.55301,1.62978,0.003829,0.003829,0.003829
189,40287.3,1.13723,0.47875,1.28055,0.96028,0.89364,0.95965,0.63874,1.25994,0.5527,1.62942,0.003796,0.003796,0.003796
190,40500.3,1.15545,0.4814,1.29495,0.96012,0.89325,0.95958,0.63893,1.25936,0.55226,1.62887,0.003763,0.003763,0.003763
191,40713.1,1.13881,0.47613,1.29074,0.96038,0.8935,0.95948,0.63875,1.25909,0.55206,1.62856,0.00373,0.00373,0.00373
192,40925.9,1.1401,0.47611,1.2977,0.9605,0.89316,0.95926,0.6388,1.25869,0.55202,1.62834,0.003697,0.003697,0.003697
193,41138.3,1.1361,0.47753,1.28472,0.96025,0.89332,0.95925,0.63919,1.25867,0.55216,1.62812,0.003664,0.003664,0.003664
194,41351.9,1.13934,0.4772,1.28907,0.95988,0.89329,0.95929,0.63953,1.25848,0.55215,1.62794,0.003631,0.003631,0.003631
195,41564.7,1.13494,0.47718,1.28354,0.96012,0.89314,0.95921,0.6402,1.25861,0.55241,1.62801,0.003598,0.003598,0.003598
196,41777.5,1.12798,0.47193,1.28313,0.96027,0.89316,0.95953,0.64007,1.25849,0.55277,1.62784,0.003565,0.003565,0.003565
197,41990.6,1.13788,0.47622,1.28613,0.96244,0.89159,0.95937,0.6403,1.25837,0.55287,1.62773,0.003532,0.003532,0.003532
198,42203.5,1.13298,0.47278,1.28584,0.96156,0.8918,0.9592,0.6404,1.25834,0.55319,1.62773,0.003499,0.003499,0.003499
199,42416.3,1.13598,0.47588,1.28766,0.96144,0.89209,0.95915,0.64053,1.25811,0.55315,1.62755,0.003466,0.003466,0.003466
200,42628.8,1.1385,0.47323,1.29419,0.96121,0.89195,0.95926,0.64148,1.25787,0.55328,1.62732,0.003433,0.003433,0.003433
201,42840.9,1.13193,0.47725,1.29156,0.96083,0.89207,0.95942,0.64174,1.25729,0.5535,1.62691,0.0034,0.0034,0.0034
202,43053.6,1.12188,0.46875,1.28237,0.96064,0.89171,0.95931,0.64201,1.25731,0.55361,1.627,0.003367,0.003367,0.003367
203,43266.1,1.1384,0.4759,1.28911,0.96127,0.89084,0.95916,0.64201,1.25723,0.55353,1.62688,0.003334,0.003334,0.003334
204,43478.5,1.1273,0.46947,1.28333,0.96031,0.89099,0.95908,0.64218,1.25681,0.55381,1.62648,0.003301,0.003301,0.003301
205,43691.2,1.12797,0.47114,1.27971,0.96089,0.89085,0.95891,0.64232,1.25687,0.55411,1.62651,0.003268,0.003268,0.003268
206,43904.3,1.11862,0.46772,1.27267,0.96077,0.89099,0.95872,0.64266,1.25708,0.55485,1.62672,0.003235,0.003235,0.003235
207,44116.7,1.12087,0.46621,1.28177,0.96087,0.89032,0.9586,0.64282,1.25703,0.55504,1.6267,0.003202,0.003202,0.003202
208,44329.6,1.12315,0.46628,1.28128,0.96122,0.89015,0.95857,0.64298,1.25685,0.55519,1.62649,0.003169,0.003169,0.003169
209,44542.5,1.11906,0.46849,1.27112,0.96246,0.88894,0.95858,0.64318,1.2567,0.55519,1.62633,0.003136,0.003136,0.003136
210,44755.2,1.12235,0.46804,1.28564,0.96208,0.88927,0.95854,0.64374,1.25697,0.55556,1.62656,0.003103,0.003103,0.003103
211,44968.2,1.11981,0.46969,1.28042,0.96131,0.88897,0.95852,0.64335,1.257,0.55608,1.62651,0.00307,0.00307,0.00307
212,45180.3,1.11404,0.46711,1.27404,0.96061,0.88967,0.9584,0.64373,1.25689,0.55687,1.62635,0.003037,0.003037,0.003037
213,45392.3,1.1186,0.46822,1.28138,0.96031,0.88918,0.95818,0.64384,1.25695,0.55736,1.62647,0.003004,0.003004,0.003004
214,45604.9,1.1138,0.46471,1.27672,0.95934,0.89003,0.95827,0.64366,1.25703,0.55795,1.62655,0.002971,0.002971,0.002971
215,45818,1.13443,0.47111,1.27862,0.95828,0.89171,0.95827,0.64378,1.25724,0.55815,1.62682,0.002938,0.002938,0.002938
216,46030.2,1.1162,0.46318,1.27491,0.95793,0.89147,0.95819,0.6437,1.25748,0.55869,1.62701,0.002905,0.002905,0.002905
217,46243.1,1.1128,0.46637,1.2715,0.95779,0.89087,0.95812,0.64356,1.25776,0.55947,1.62721,0.002872,0.002872,0.002872
218,46456.1,1.11781,0.46595,1.27243,0.95715,0.89062,0.9579,0.64345,1.25823,0.56024,1.6276,0.002839,0.002839,0.002839
219,46668.8,1.11349,0.46501,1.27515,0.95658,0.89027,0.95799,0.64356,1.25854,0.56093,1.62786,0.002806,0.002806,0.002806
220,46881,1.10746,0.45748,1.2675,0.95684,0.89015,0.95813,0.64337,1.2589,0.56129,1.62815,0.002773,0.002773,0.002773
221,47093.7,1.09804,0.46132,1.26278,0.95636,0.89063,0.95784,0.64362,1.25876,0.56131,1.62813,0.00274,0.00274,0.00274
222,47306.6,1.10279,0.45797,1.27115,0.95577,0.89024,0.95799,0.64402,1.25931,0.56201,1.62849,0.002707,0.002707,0.002707
223,47519.2,1.10591,0.46034,1.27178,0.956,0.88978,0.95781,0.64369,1.2598,0.56292,1.62881,0.002674,0.002674,0.002674
224,47731.6,1.10228,0.45765,1.25808,0.95558,0.88918,0.95772,0.644,1.25994,0.56367,1.62899,0.002641,0.002641,0.002641
225,47943.9,1.10971,0.46163,1.27611,0.95509,0.88887,0.95773,0.64459,1.26011,0.56454,1.62918,0.002608,0.002608,0.002608
226,48157.1,1.10207,0.46106,1.26929,0.95711,0.88738,0.95758,0.64407,1.26029,0.56533,1.62936,0.002575,0.002575,0.002575
227,48370.4,1.09895,0.45817,1.26916,0.95725,0.88733,0.95768,0.64431,1.26063,0.56578,1.62961,0.002542,0.002542,0.002542
228,48583.6,1.09988,0.45461,1.26537,0.95604,0.88801,0.95771,0.6446,1.26073,0.56648,1.6297,0.002509,0.002509,0.002509
229,48796.1,1.10181,0.45847,1.26572,0.95559,0.88846,0.95747,0.64449,1.26113,0.567,1.63008,0.002476,0.002476,0.002476
230,49008.9,1.10194,0.45398,1.26353,0.95501,0.88846,0.95729,0.64392,1.26196,0.56765,1.63077,0.002443,0.002443,0.002443
231,49221.9,1.10432,0.4555,1.26438,0.95434,0.88862,0.95714,0.64388,1.26266,0.5686,1.6314,0.00241,0.00241,0.00241
232,49434.4,1.10013,0.45301,1.26434,0.95444,0.88832,0.95697,0.64369,1.26335,0.56959,1.6319,0.002377,0.002377,0.002377
233,49646.9,1.09073,0.448,1.25415,0.95419,0.88826,0.95677,0.64362,1.2641,0.57073,1.63252,0.002344,0.002344,0.002344
234,49859.8,1.10443,0.457,1.26799,0.95418,0.88796,0.95656,0.64367,1.26448,0.57169,1.63271,0.002311,0.002311,0.002311
235,50072.4,1.09684,0.4531,1.26072,0.95422,0.88774,0.95644,0.64354,1.26479,0.57232,1.63287,0.002278,0.002278,0.002278
236,50285,1.09091,0.45066,1.26037,0.95441,0.88764,0.95629,0.64327,1.26553,0.57312,1.63339,0.002245,0.002245,0.002245
237,50497.1,1.08666,0.44772,1.25747,0.95454,0.88774,0.95623,0.64282,1.26617,0.57414,1.63376,0.002212,0.002212,0.002212
238,50710,1.08039,0.44947,1.25619,0.95484,0.88726,0.95617,0.64259,1.26661,0.57471,1.63411,0.002179,0.002179,0.002179
239,50922.4,1.09023,0.4486,1.25769,0.95497,0.88641,0.95609,0.64234,1.26687,0.57543,1.63421,0.002146,0.002146,0.002146
240,51134.7,1.08873,0.44871,1.26124,0.9535,0.88714,0.9559,0.64224,1.26741,0.5756,1.63467,0.002113,0.002113,0.002113
241,51347.5,1.07716,0.44587,1.24691,0.95359,0.88609,0.9558,0.64215,1.26809,0.57634,1.63519,0.00208,0.00208,0.00208
242,51560.7,1.08004,0.4481,1.25504,0.95078,0.88858,0.95573,0.64193,1.26895,0.57688,1.63582,0.002047,0.002047,0.002047
243,51773.4,1.08431,0.44576,1.25795,0.95335,0.88622,0.95572,0.64172,1.26944,0.5775,1.63611,0.002014,0.002014,0.002014
244,51986.1,1.08059,0.44723,1.25069,0.94916,0.89015,0.95561,0.6416,1.27027,0.57823,1.63672,0.001981,0.001981,0.001981
245,52198.2,1.08851,0.45286,1.25775,0.94982,0.8887,0.95525,0.64132,1.27102,0.57896,1.63721,0.001948,0.001948,0.001948
246,52410.6,1.0797,0.4476,1.24849,0.94947,0.88846,0.95508,0.64119,1.27184,0.58006,1.63776,0.001915,0.001915,0.001915
247,52623.2,1.06455,0.44005,1.24375,0.95643,0.88309,0.95497,0.64126,1.27292,0.58104,1.63857,0.001882,0.001882,0.001882
248,52836,1.07815,0.44674,1.25571,0.95604,0.8828,0.95493,0.64117,1.27384,0.58172,1.63925,0.001849,0.001849,0.001849
249,53049.4,1.08294,0.4494,1.25783,0.95656,0.8805,0.95479,0.64114,1.27471,0.58235,1.63985,0.001816,0.001816,0.001816
250,53263.2,1.07279,0.44353,1.24731,0.95603,0.88005,0.95461,0.64112,1.27525,0.58321,1.64023,0.001783,0.001783,0.001783
251,53476.2,1.08005,0.44506,1.25059,0.9553,0.88034,0.95451,0.64086,1.27592,0.58373,1.64075,0.00175,0.00175,0.00175
252,53689.8,1.08446,0.44473,1.25867,0.95579,0.87991,0.95427,0.64002,1.27674,0.58468,1.64125,0.001717,0.001717,0.001717
253,53902.9,1.07288,0.4419,1.24866,0.95602,0.87986,0.95413,0.6404,1.27719,0.58512,1.64166,0.001684,0.001684,0.001684
254,54115.8,1.07273,0.44296,1.252,0.95584,0.87955,0.95393,0.64011,1.27792,0.58588,1.64223,0.001651,0.001651,0.001651
255,54329.2,1.0547,0.4351,1.23337,0.95533,0.87931,0.95395,0.63971,1.27901,0.58681,1.64304,0.001618,0.001618,0.001618
256,54541.8,1.06467,0.43711,1.24365,0.95512,0.87929,0.95411,0.63951,1.27982,0.58755,1.64369,0.001585,0.001585,0.001585
257,54754.4,1.06264,0.43238,1.23725,0.95478,0.87919,0.95384,0.6391,1.28087,0.58835,1.64451,0.001552,0.001552,0.001552
258,54966.9,1.07347,0.44001,1.24723,0.95404,0.87907,0.95341,0.63891,1.28193,0.58944,1.64535,0.001519,0.001519,0.001519
259,55179.3,1.05039,0.43412,1.23256,0.95392,0.87919,0.9535,0.63835,1.28273,0.58998,1.64599,0.001486,0.001486,0.001486
260,55391.4,1.0619,0.43584,1.2401,0.9535,0.87929,0.95335,0.63811,1.28352,0.59101,1.64654,0.001453,0.001453,0.001453
261,55603.7,1.05551,0.43565,1.23352,0.95216,0.87984,0.95338,0.63797,1.28422,0.59161,1.64701,0.00142,0.00142,0.00142
262,55816.7,1.05898,0.43277,1.23596,0.9519,0.8797,0.95324,0.63767,1.28491,0.59293,1.64746,0.001387,0.001387,0.001387
263,56030.3,1.06022,0.4326,1.23914,0.95193,0.88014,0.95323,0.63731,1.28586,0.59415,1.6482,0.001354,0.001354,0.001354
264,56242.9,1.05626,0.43582,1.23832,0.95192,0.87991,0.95315,0.63696,1.28682,0.59498,1.6489,0.001321,0.001321,0.001321
265,56455.8,1.05108,0.43029,1.23601,0.9519,0.87955,0.95291,0.63648,1.28769,0.59587,1.64962,0.001288,0.001288,0.001288
266,56668.4,1.05495,0.42731,1.23709,0.95203,0.87907,0.95268,0.6362,1.289,0.59713,1.65073,0.001255,0.001255,0.001255
267,56880.8,1.04485,0.42647,1.2384,0.95186,0.8789,0.95235,0.63588,1.29016,0.59797,1.65166,0.001222,0.001222,0.001222
268,57093.2,1.0409,0.4248,1.23301,0.95199,0.87897,0.95199,0.63513,1.29119,0.59859,1.65251,0.001189,0.001189,0.001189
269,57306.3,1.04396,0.42684,1.2262,0.95222,0.87853,0.95195,0.63484,1.29245,0.59958,1.65346,0.001156,0.001156,0.001156
270,57519,1.05359,0.43293,1.2345,0.95221,0.87846,0.95202,0.6346,1.29355,0.60016,1.65434,0.001123,0.001123,0.001123
271,57731.6,1.04806,0.42835,1.2322,0.95137,0.87895,0.95178,0.63388,1.2945,0.60101,1.65511,0.00109,0.00109,0.00109
272,57944.3,1.04234,0.42698,1.23393,0.95155,0.8776,0.95173,0.63347,1.29527,0.60189,1.65572,0.001057,0.001057,0.001057
273,58156.8,1.04503,0.42898,1.22522,0.95117,0.87761,0.95156,0.63323,1.29577,0.60268,1.65618,0.001024,0.001024,0.001024
274,58369.5,1.03388,0.42463,1.22904,0.95053,0.87718,0.95125,0.63294,1.29665,0.6033,1.65689,0.000991,0.000991,0.000991
275,58582.7,1.04021,0.42534,1.2295,0.95005,0.87754,0.95128,0.63257,1.29764,0.60381,1.65765,0.000958,0.000958,0.000958
