epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,52130.6,1.00493,0.50503,1.02626,0.78978,0.76748,0.82376,0.60883,0.99001,0.44813,1.04346,0.005644,0.005644,0.005644
178,52423.1,1.00455,0.49975,1.02751,0.78925,0.76988,0.82418,0.60932,0.98976,0.44794,1.04328,0.00561925,0.00561925,0.00561925
179,52715.1,1.0048,0.50166,1.02884,0.79101,0.76897,0.82453,0.60987,0.98957,0.44762,1.04317,0.0055945,0.0055945,0.0055945
180,53007.2,0.99985,0.49757,1.02266,0.78951,0.77075,0.82469,0.61004,0.98941,0.44731,1.04305,0.00556975,0.00556975,0.00556975
181,53299.6,1.00337,0.50195,1.02617,0.79697,0.76504,0.82483,0.61024,0.98931,0.44697,1.04295,0.005545,0.005545,0.005545
182,53591.6,0.99873,0.49972,1.02644,0.78975,0.77188,0.8252,0.61042,0.98917,0.44663,1.04286,0.00552025,0.00552025,0.00552025
183,53883.9,1.00115,0.50135,1.02694,0.80054,0.76673,0.82562,0.6108,0.98894,0.44631,1.04271,0.0054955,0.0054955,0.0054955
184,54176.3,0.99692,0.50187,1.02713,0.79542,0.76907,0.82583,0.61075,0.98879,0.44594,1.04262,0.00547075,0.00547075,0.00547075
185,54468.5,1.00268,0.50024,1.02594,0.79495,0.76984,0.82616,0.61117,0.98866,0.44578,1.04249,0.005446,0.005446,0.005446
186,54761.1,0.99879,0.4991,1.02576,0.79451,0.7709,0.82639,0.61164,0.98856,0.44546,1.0424,0.00542125,0.00542125,0.00542125
187,55053.2,1.00136,0.49841,1.02346,0.79492,0.77165,0.82656,0.61164,0.98839,0.44521,1.04228,0.0053965,0.0053965,0.0053965
188,55345.6,1.00088,0.49925,1.02424,0.79568,0.77115,0.8272,0.6123,0.98825,0.445,1.04219,0.00537175,0.00537175,0.00537175
189,55638.5,0.99997,0.49842,1.02452,0.79758,0.77002,0.82768,0.61263,0.98805,0.44462,1.04207,0.005347,0.005347,0.005347
190,55931.4,0.9997,0.49865,1.02509,0.80408,0.76817,0.82815,0.61339,0.98791,0.44427,1.04197,0.00532225,0.00532225,0.00532225
191,56223.7,0.99496,0.49779,1.02179,0.80388,0.76895,0.82835,0.61357,0.9877,0.44393,1.04182,0.0052975,0.0052975,0.0052975
192,56515.9,0.99758,0.49445,1.02301,0.8065,0.76757,0.82858,0.61382,0.9875,0.44373,1.04166,0.00527275,0.00527275,0.00527275
193,56808.8,0.99909,0.49606,1.02235,0.80744,0.7678,0.82879,0.61396,0.98733,0.4435,1.04156,0.005248,0.005248,0.005248
194,57102.1,0.99948,0.50138,1.02426,0.8078,0.76825,0.8292,0.61423,0.98713,0.4432,1.04139,0.00522325,0.00522325,0.00522325
195,57394.9,0.99686,0.49609,1.02529,0.8065,0.7702,0.8294,0.61429,0.98706,0.4429,1.04134,0.0051985,0.0051985,0.0051985
196,57687,0.99418,0.49826,1.02127,0.80934,0.76901,0.82957,0.6146,0.98691,0.44253,1.04122,0.00517375,0.00517375,0.00517375
197,57979.7,0.99795,0.49694,1.02335,0.80374,0.77325,0.82972,0.6149,0.98678,0.44233,1.04112,0.005149,0.005149,0.005149
198,58272.1,0.99546,0.49449,1.02251,0.80621,0.77242,0.82978,0.61496,0.98666,0.44217,1.04103,0.00512425,0.00512425,0.00512425
199,58564.9,1.0041,0.49855,1.02546,0.8059,0.77308,0.82998,0.61498,0.98652,0.44192,1.04094,0.0050995,0.0050995,0.0050995
200,58857.3,0.99653,0.49415,1.0212,0.80496,0.774,0.83001,0.61509,0.98638,0.44166,1.04089,0.00507475,0.00507475,0.00507475
201,59150.2,0.99391,0.48854,1.01822,0.79921,0.77918,0.83014,0.61513,0.98633,0.44143,1.04083,0.00505,0.00505,0.00505
202,59443.7,0.99108,0.49301,1.01782,0.79942,0.77983,0.83044,0.61532,0.98622,0.44125,1.04076,0.00502525,0.00502525,0.00502525
203,59736.8,0.99108,0.49029,1.01919,0.79924,0.7796,0.83045,0.61545,0.98605,0.44086,1.04066,0.0050005,0.0050005,0.0050005
204,60029.8,0.98747,0.48948,1.02044,0.79816,0.78068,0.83067,0.61557,0.98597,0.44058,1.04059,0.00497575,0.00497575,0.00497575
205,60322.8,0.98604,0.48714,1.01875,0.79819,0.78165,0.83099,0.6157,0.98582,0.4403,1.04049,0.004951,0.004951,0.004951
206,60615.9,0.99392,0.48927,1.02283,0.79796,0.78279,0.8313,0.61608,0.9857,0.44009,1.0404,0.00492625,0.00492625,0.00492625
207,60908.7,0.98801,0.49069,1.0201,0.79854,0.78355,0.83128,0.61629,0.98563,0.43981,1.04033,0.0049015,0.0049015,0.0049015
208,61201.2,0.99387,0.49173,1.02164,0.79738,0.78434,0.83156,0.61635,0.98552,0.43959,1.04022,0.00487675,0.00487675,0.00487675
209,61493.9,0.98996,0.49116,1.02047,0.79862,0.78355,0.83193,0.61698,0.98535,0.43921,1.04011,0.004852,0.004852,0.004852
210,61787.1,0.99159,0.49174,1.02056,0.7984,0.78462,0.832,0.61723,0.98527,0.43893,1.04,0.00482725,0.00482725,0.00482725
211,62080.2,0.99605,0.49041,1.02019,0.79118,0.79042,0.83203,0.6173,0.98514,0.4387,1.03991,0.0048025,0.0048025,0.0048025
212,62373.2,0.99008,0.49032,1.022,0.79178,0.79017,0.83233,0.61713,0.98503,0.43845,1.03979,0.00477775,0.00477775,0.00477775
213,62665.9,0.98885,0.48934,1.02155,0.79286,0.7882,0.8321,0.61691,0.98488,0.43824,1.03967,0.004753,0.004753,0.004753
214,62958.7,0.99547,0.48936,1.02031,0.79465,0.78802,0.83217,0.61689,0.98471,0.43805,1.03956,0.00472825,0.00472825,0.00472825
215,63251.6,0.98611,0.48833,1.01794,0.79515,0.78782,0.83238,0.61721,0.98461,0.43789,1.03946,0.0047035,0.0047035,0.0047035
216,63544.3,0.99341,0.49059,1.01912,0.79617,0.7874,0.8324,0.61719,0.98453,0.43772,1.03941,0.00467875,0.00467875,0.00467875
217,63837.3,0.98521,0.48776,1.01756,0.79391,0.78903,0.83232,0.6172,0.98447,0.43759,1.03933,0.004654,0.004654,0.004654
218,64130.6,0.98923,0.48826,1.01863,0.79809,0.78647,0.83245,0.61737,0.98437,0.43747,1.03925,0.00462925,0.00462925,0.00462925
219,64423.7,0.98858,0.48815,1.01971,0.79907,0.78714,0.83259,0.61742,0.98424,0.43728,1.03916,0.0046045,0.0046045,0.0046045
220,64717.2,0.98419,0.48489,1.013,0.79652,0.78928,0.83288,0.61787,0.98408,0.43715,1.03904,0.00457975,0.00457975,0.00457975
221,65010.9,0.98354,0.48312,1.01507,0.80196,0.78461,0.83304,0.61842,0.984,0.43694,1.03894,0.004555,0.004555,0.004555
222,65303.3,0.98597,0.48837,1.0177,0.80142,0.78499,0.83334,0.61865,0.98394,0.43673,1.03887,0.00453025,0.00453025,0.00453025
223,65596.7,0.98413,0.48485,1.01538,0.80677,0.7806,0.83351,0.61891,0.98389,0.4366,1.03881,0.0045055,0.0045055,0.0045055
224,65889.6,0.98633,0.48091,1.01322,0.80057,0.78556,0.83366,0.61926,0.98373,0.43629,1.03869,0.00448075,0.00448075,0.00448075
225,66182.7,0.98744,0.48686,1.01685,0.79999,0.78625,0.83401,0.61958,0.9836,0.43607,1.03861,0.004456,0.004456,0.004456
226,66475.8,0.98659,0.48382,1.01382,0.79958,0.78699,0.83425,0.61973,0.98345,0.43591,1.03851,0.00443125,0.00443125,0.00443125
227,66769.3,0.98058,0.48293,1.01616,0.7992,0.78677,0.83429,0.61968,0.98333,0.43583,1.03839,0.0044065,0.0044065,0.0044065
228,67062.4,0.98409,0.48248,1.01805,0.80005,0.78569,0.83472,0.62009,0.98312,0.43561,1.03824,0.00438175,0.00438175,0.00438175
229,67355.4,0.97888,0.48072,1.01366,0.80262,0.78413,0.83495,0.62038,0.983,0.4354,1.03815,0.004357,0.004357,0.004357
230,67647.6,0.97862,0.47955,1.01389,0.80196,0.78437,0.83522,0.62081,0.98284,0.43516,1.03802,0.00433225,0.00433225,0.00433225
231,67940,0.98368,0.48226,1.01503,0.80432,0.78176,0.8356,0.62098,0.98278,0.43496,1.03791,0.0043075,0.0043075,0.0043075
232,68232.9,0.98051,0.48144,1.01202,0.80501,0.78074,0.83581,0.62108,0.98262,0.43484,1.03779,0.00428275,0.00428275,0.00428275
233,68525.8,0.98154,0.47951,1.01675,0.8087,0.77838,0.83583,0.62114,0.98256,0.43464,1.03773,0.004258,0.004258,0.004258
234,68818.2,0.97652,0.47712,1.01414,0.80872,0.77852,0.83597,0.62151,0.98252,0.43439,1.03767,0.00423325,0.00423325,0.00423325
235,69111.1,0.98649,0.48322,1.01596,0.81034,0.77806,0.83627,0.62171,0.9825,0.43423,1.0376,0.0042085,0.0042085,0.0042085
236,69403.7,0.97355,0.47677,1.0116,0.81012,0.77905,0.83644,0.62178,0.98232,0.43421,1.03749,0.00418375,0.00418375,0.00418375
237,69696,0.97324,0.47582,1.01331,0.81201,0.77727,0.83665,0.62188,0.98224,0.43406,1.03743,0.004159,0.004159,0.004159
238,69988.6,0.9806,0.4781,1.01527,0.8144,0.77629,0.83686,0.62192,0.98216,0.43398,1.03735,0.00413425,0.00413425,0.00413425
239,70281.5,0.98285,0.48275,1.01667,0.81493,0.77648,0.83703,0.62196,0.98209,0.43381,1.03725,0.0041095,0.0041095,0.0041095
240,70574.2,0.97852,0.48024,1.01248,0.81304,0.77777,0.83706,0.62188,0.98198,0.43362,1.03715,0.00408475,0.00408475,0.00408475
241,70867,0.97515,0.47844,1.01045,0.81132,0.77937,0.83716,0.62202,0.98191,0.43345,1.03707,0.00406,0.00406,0.00406
242,71159.7,0.97729,0.47771,1.01001,0.81043,0.77955,0.83723,0.62216,0.98185,0.43327,1.037,0.00403525,0.00403525,0.00403525
243,71453.4,0.97083,0.47383,1.01007,0.81104,0.77968,0.83747,0.62256,0.98175,0.43307,1.0369,0.0040105,0.0040105,0.0040105
244,71747.6,0.97699,0.47585,1.01192,0.80932,0.78015,0.8376,0.62237,0.98158,0.43294,1.03678,0.00398575,0.00398575,0.00398575
245,72040.9,0.97208,0.47688,1.01701,0.80735,0.78119,0.83769,0.62268,0.98139,0.43274,1.03667,0.003961,0.003961,0.003961
246,72333.8,0.97059,0.47328,1.00812,0.80745,0.78159,0.83796,0.62291,0.98127,0.43268,1.0366,0.00393625,0.00393625,0.00393625
247,72627.1,0.97655,0.47697,1.00794,0.80964,0.78103,0.83797,0.62303,0.98122,0.4325,1.03653,0.0039115,0.0039115,0.0039115
248,72920.7,0.97244,0.47456,1.01486,0.80994,0.78087,0.83806,0.62322,0.98109,0.43235,1.03642,0.00388675,0.00388675,0.00388675
249,73214,0.97576,0.47573,1.01153,0.81654,0.77624,0.83815,0.62358,0.98101,0.43224,1.03638,0.003862,0.003862,0.003862
250,73506.5,0.97561,0.47667,1.0126,0.81547,0.7773,0.83831,0.62357,0.98097,0.43218,1.03631,0.00383725,0.00383725,0.00383725
251,73799.1,0.96997,0.47461,1.00883,0.81599,0.77703,0.83832,0.62378,0.9809,0.43203,1.03623,0.0038125,0.0038125,0.0038125
252,74092.1,0.97327,0.47779,1.01198,0.81599,0.77502,0.8385,0.62414,0.98081,0.43187,1.03612,0.00378775,0.00378775,0.00378775
253,74384.7,0.97718,0.4771,1.00932,0.82092,0.77286,0.83855,0.62423,0.98079,0.43184,1.03609,0.003763,0.003763,0.003763
254,74677.3,0.96944,0.47403,1.01092,0.82311,0.77178,0.83869,0.62422,0.98082,0.43178,1.03609,0.00373825,0.00373825,0.00373825
255,74970.6,0.97366,0.47506,1.00722,0.82448,0.77243,0.83912,0.62447,0.98072,0.43154,1.03601,0.0037135,0.0037135,0.0037135
256,75263.9,0.97185,0.47529,1.00856,0.8243,0.77306,0.83939,0.62458,0.98065,0.43129,1.03594,0.00368875,0.00368875,0.00368875
257,75557,0.97199,0.4732,1.01003,0.82698,0.77131,0.83969,0.62451,0.98062,0.4312,1.0359,0.003664,0.003664,0.003664
258,75850.1,0.96784,0.47366,1.00894,0.8286,0.76966,0.83996,0.6246,0.98059,0.43103,1.03585,0.00363925,0.00363925,0.00363925
259,76142.6,0.97252,0.46893,1.00635,0.82935,0.76906,0.84013,0.62513,0.98055,0.43101,1.03579,0.0036145,0.0036145,0.0036145
260,76435.4,0.96686,0.47174,1.0065,0.8277,0.77072,0.84028,0.62522,0.98053,0.43095,1.03571,0.00358975,0.00358975,0.00358975
261,76728.7,0.9749,0.47651,1.00929,0.82808,0.77166,0.84052,0.62555,0.98047,0.43071,1.03561,0.003565,0.003565,0.003565
262,77021.8,0.97441,0.48048,1.00878,0.82929,0.77145,0.84057,0.62578,0.98047,0.43064,1.03558,0.00354025,0.00354025,0.00354025
263,77315.2,0.97268,0.47982,1.00605,0.83057,0.77015,0.8405,0.62593,0.98046,0.43054,1.03553,0.0035155,0.0035155,0.0035155
264,77608.6,0.9731,0.47704,1.00526,0.82996,0.77063,0.84069,0.626,0.98046,0.43042,1.03552,0.00349075,0.00349075,0.00349075
265,77901.8,0.97176,0.47826,1.00446,0.83038,0.76957,0.84049,0.62616,0.98038,0.43031,1.03543,0.003466,0.003466,0.003466
266,78194.8,0.96454,0.4748,1.00266,0.83052,0.7699,0.84067,0.62635,0.98028,0.43024,1.03536,0.00344125,0.00344125,0.00344125
267,78488.2,0.97377,0.48075,1.00382,0.83032,0.77016,0.84076,0.62653,0.98024,0.43026,1.03531,0.0034165,0.0034165,0.0034165
268,78780.6,0.97188,0.47943,1.00338,0.82934,0.77143,0.84087,0.62672,0.98013,0.43013,1.03523,0.00339175,0.00339175,0.00339175
269,79073.3,0.97313,0.4792,1.00267,0.82765,0.77283,0.84098,0.62692,0.98013,0.42991,1.03515,0.003367,0.003367,0.003367
270,79366.5,0.97475,0.47802,1.00339,0.82731,0.77321,0.84094,0.62703,0.98,0.4298,1.03508,0.00334225,0.00334225,0.00334225
271,79660,0.97394,0.47424,1.00234,0.82354,0.77492,0.84113,0.62709,0.97998,0.42972,1.03504,0.0033175,0.0033175,0.0033175
272,79952.8,0.97551,0.47856,1.00437,0.82186,0.77661,0.84123,0.62722,0.97993,0.42951,1.03493,0.00329275,0.00329275,0.00329275
273,80245.6,0.96834,0.47232,1.00112,0.82061,0.77689,0.84128,0.62708,0.9799,0.42936,1.03485,0.003268,0.003268,0.003268
274,80538.6,0.97226,0.47704,1.00277,0.82149,0.7767,0.84126,0.62715,0.97988,0.42927,1.03483,0.00324325,0.00324325,0.00324325
275,80831.5,0.96939,0.47495,1.00178,0.81998,0.77799,0.84151,0.62732,0.97979,0.42909,1.03476,0.0032185,0.0032185,0.0032185
276,81124.2,0.9687,0.47396,1.00148,0.81897,0.77918,0.84161,0.62744,0.97976,0.42895,1.03471,0.00319375,0.00319375,0.00319375
277,81416.7,0.96377,0.47099,1.0007,0.81947,0.77765,0.84168,0.6272,0.97979,0.42895,1.03468,0.003169,0.003169,0.003169
278,81709.4,0.96915,0.47575,1.00066,0.81939,0.77687,0.84163,0.62737,0.97985,0.42893,1.03466,0.00314425,0.00314425,0.00314425
279,82003,0.96973,0.47249,0.99903,0.82008,0.77762,0.84151,0.62718,0.97982,0.42886,1.0346,0.0031195,0.0031195,0.0031195
280,82295.9,0.96844,0.47546,1.00245,0.80929,0.7871,0.84155,0.62719,0.97986,0.42875,1.03455,0.00309475,0.00309475,0.00309475
281,82589,0.96347,0.47042,0.99983,0.80655,0.79007,0.84165,0.62734,0.9799,0.42862,1.03453,0.00307,0.00307,0.00307
282,82881.9,0.96815,0.47239,1.00041,0.80697,0.79117,0.8418,0.6273,0.97992,0.42858,1.03451,0.00304525,0.00304525,0.00304525
283,83174.3,0.96598,0.47098,0.9991,0.80699,0.79184,0.84161,0.62724,0.97994,0.42844,1.03449,0.0030205,0.0030205,0.0030205
284,83466.9,0.96087,0.47087,1.00121,0.80802,0.79124,0.84181,0.6276,0.97993,0.42827,1.03446,0.00299575,0.00299575,0.00299575
285,83759.9,0.96344,0.46658,0.99981,0.80845,0.79124,0.84191,0.6277,0.97997,0.42822,1.03444,0.002971,0.002971,0.002971
286,84052.5,0.96253,0.46725,0.9989,0.80821,0.79185,0.84199,0.62786,0.97997,0.42812,1.03435,0.00294625,0.00294625,0.00294625
287,84345.1,0.96101,0.46583,0.99799,0.80992,0.79056,0.84184,0.62779,0.98001,0.42797,1.03432,0.0029215,0.0029215,0.0029215
288,84638.5,0.96105,0.4659,0.99821,0.81053,0.78889,0.84163,0.62797,0.9799,0.42779,1.03422,0.00289675,0.00289675,0.00289675
289,84931.5,0.96419,0.46938,0.99832,0.81068,0.78837,0.84152,0.62799,0.97982,0.42779,1.03415,0.002872,0.002872,0.002872
290,85225.3,0.96753,0.46979,1.00088,0.81084,0.7879,0.84125,0.62806,0.9798,0.42772,1.03408,0.00284725,0.00284725,0.00284725
291,85518.1,0.96255,0.46816,1.00006,0.81286,0.78526,0.84125,0.62799,0.9798,0.42762,1.03404,0.0028225,0.0028225,0.0028225
292,85811.5,0.96066,0.4674,1.00046,0.81355,0.78478,0.84108,0.62794,0.9799,0.42762,1.03403,0.00279775,0.00279775,0.00279775
293,86104.2,0.9617,0.46673,1.00041,0.8141,0.78405,0.84089,0.62795,0.97993,0.42752,1.03397,0.002773,0.002773,0.002773
294,86397.2,0.96003,0.46674,0.99829,0.81433,0.78336,0.84071,0.62806,0.97988,0.42752,1.03387,0.00274825,0.00274825,0.00274825
295,86690.6,0.95851,0.46509,0.99877,0.81274,0.78639,0.84066,0.62803,0.9799,0.4273,1.0338,0.0027235,0.0027235,0.0027235
296,86984.6,0.95529,0.46159,0.99487,0.81194,0.78667,0.8409,0.6279,0.9799,0.42725,1.03373,0.00269875,0.00269875,0.00269875
297,87277.2,0.96006,0.46618,0.9991,0.81095,0.78703,0.8409,0.62783,0.98001,0.42721,1.03374,0.002674,0.002674,0.002674
298,87570.1,0.95705,0.46588,0.99439,0.81186,0.78669,0.8406,0.62777,0.98009,0.4272,1.03372,0.00264925,0.00264925,0.00264925
299,87863.2,0.96058,0.46621,0.99731,0.81012,0.78859,0.84051,0.62784,0.98006,0.42717,1.03365,0.0026245,0.0026245,0.0026245
300,88156.7,0.96259,0.46578,0.99806,0.8086,0.79135,0.84047,0.62775,0.98014,0.42712,1.03365,0.00259975,0.00259975,0.00259975
301,88449.7,0.95477,0.46264,0.99743,0.80899,0.79022,0.84053,0.62788,0.9801,0.42707,1.03359,0.002575,0.002575,0.002575
302,88742.8,0.95484,0.46095,0.99556,0.80883,0.79006,0.84018,0.62769,0.98021,0.42709,1.03356,0.00255025,0.00255025,0.00255025
303,89036,0.95774,0.46465,0.99313,0.80779,0.78992,0.84034,0.62779,0.9803,0.42711,1.03355,0.0025255,0.0025255,0.0025255
304,89329.2,0.9561,0.4589,0.99329,0.80801,0.78922,0.84022,0.62779,0.98029,0.42713,1.03348,0.00250075,0.00250075,0.00250075
305,89622.4,0.95451,0.46187,0.99596,0.80682,0.79017,0.84032,0.6279,0.98032,0.42709,1.03344,0.002476,0.002476,0.002476
306,89915,0.95932,0.46259,0.99186,0.80906,0.78844,0.84037,0.62825,0.98036,0.42706,1.0334,0.00245125,0.00245125,0.00245125
307,90208.1,0.95598,0.461,0.99311,0.80947,0.789,0.84041,0.62808,0.98051,0.42711,1.03342,0.0024265,0.0024265,0.0024265
308,90500.7,0.95263,0.46127,0.9952,0.80858,0.78819,0.84022,0.62823,0.98053,0.4271,1.03335,0.00240175,0.00240175,0.00240175
309,90798.6,0.95353,0.46132,0.99646,0.8087,0.78818,0.83998,0.62828,0.98053,0.42702,1.03328,0.002377,0.002377,0.002377
310,91091.2,0.94941,0.45935,0.9937,0.81,0.78581,0.83992,0.6281,0.98058,0.42711,1.03325,0.00235225,0.00235225,0.00235225
311,91385,0.96092,0.45996,0.99551,0.81251,0.78563,0.84015,0.62817,0.98061,0.42712,1.03324,0.0023275,0.0023275,0.0023275
312,91678.8,0.95356,0.45723,0.99624,0.81265,0.7833,0.83997,0.62805,0.9807,0.42715,1.03319,0.00230275,0.00230275,0.00230275
313,91972.1,0.95243,0.46057,0.99246,0.81408,0.78307,0.83998,0.62828,0.98074,0.42722,1.03314,0.002278,0.002278,0.002278
314,92265.6,0.94763,0.45462,0.99323,0.81468,0.78275,0.84001,0.62807,0.98085,0.42718,1.03311,0.00225325,0.00225325,0.00225325
315,92558.8,0.94905,0.45576,0.99078,0.81266,0.78292,0.84015,0.62814,0.98088,0.42714,1.03308,0.0022285,0.0022285,0.0022285
316,92851.4,0.94648,0.45325,0.99582,0.81438,0.78243,0.84023,0.62822,0.98099,0.42716,1.03305,0.00220375,0.00220375,0.00220375
317,93144.3,0.94454,0.45395,0.99089,0.81464,0.78232,0.84052,0.6284,0.98106,0.42708,1.033,0.002179,0.002179,0.002179
318,93438.4,0.94501,0.45544,0.98797,0.81562,0.78286,0.84052,0.62856,0.98113,0.42705,1.03295,0.00215425,0.00215425,0.00215425
319,93732.7,0.94688,0.45494,0.99263,0.81617,0.78418,0.8406,0.62854,0.98122,0.42699,1.0329,0.0021295,0.0021295,0.0021295
320,94026.2,0.94779,0.4557,0.99332,0.81516,0.78507,0.84075,0.62897,0.98129,0.42703,1.03286,0.00210475,0.00210475,0.00210475
321,94319.1,0.9472,0.45334,0.98994,0.81687,0.78485,0.84088,0.62886,0.98144,0.4271,1.03286,0.00208,0.00208,0.00208
322,94613,0.94218,0.45439,0.9884,0.81649,0.78376,0.8407,0.62869,0.98149,0.42713,1.0328,0.00205525,0.00205525,0.00205525
323,94906.5,0.94312,0.45101,0.98938,0.81704,0.78376,0.84055,0.62855,0.98156,0.42727,1.03273,0.0020305,0.0020305,0.0020305
324,95199.7,0.94383,0.44824,0.98874,0.81684,0.78433,0.84035,0.62847,0.98162,0.42729,1.03266,0.00200575,0.00200575,0.00200575
325,95492.6,0.94525,0.4519,0.99106,0.81389,0.78598,0.84014,0.62851,0.98161,0.42735,1.03258,0.001981,0.001981,0.001981
326,95785.8,0.94499,0.4529,0.98991,0.81427,0.78592,0.84013,0.62854,0.98172,0.42746,1.03255,0.00195625,0.00195625,0.00195625
327,96079.1,0.9419,0.45068,0.98964,0.81606,0.78491,0.84026,0.62853,0.98174,0.42749,1.03244,0.0019315,0.0019315,0.0019315
328,96372.1,0.94415,0.4495,0.98948,0.81608,0.78456,0.84031,0.62853,0.98184,0.42759,1.03239,0.00190675,0.00190675,0.00190675
329,96666.2,0.94491,0.45083,0.99195,0.81444,0.78575,0.8404,0.62844,0.98188,0.42759,1.03231,0.001882,0.001882,0.001882
330,96959.8,0.93905,0.44759,0.99105,0.81384,0.78632,0.84043,0.62848,0.98202,0.42765,1.03227,0.00185725,0.00185725,0.00185725
331,97253.9,0.9366,0.44487,0.98934,0.8142,0.78567,0.84038,0.62857,0.98207,0.4276,1.03219,0.0018325,0.0018325,0.0018325
332,97547.1,0.93697,0.44566,0.98571,0.81327,0.78741,0.84064,0.62873,0.98214,0.42765,1.03214,0.00180775,0.00180775,0.00180775
333,97840.2,0.9424,0.44767,0.98675,0.81148,0.78881,0.84074,0.62892,0.98222,0.42765,1.03207,0.001783,0.001783,0.001783
334,98132.9,0.93809,0.44958,0.98668,0.81425,0.78666,0.84073,0.62884,0.9823,0.42773,1.03201,0.00175825,0.00175825,0.00175825
335,98426,0.93813,0.44618,0.9871,0.81537,0.78659,0.84066,0.62877,0.98239,0.4278,1.03196,0.0017335,0.0017335,0.0017335
336,98720.1,0.94068,0.44607,0.98789,0.81481,0.78678,0.84058,0.62869,0.98243,0.42781,1.03189,0.00170875,0.00170875,0.00170875
337,99012.6,0.93613,0.44321,0.98679,0.81518,0.78658,0.84057,0.6288,0.98252,0.42783,1.03184,0.001684,0.001684,0.001684
338,99306.3,0.93527,0.4454,0.98665,0.8137,0.78667,0.84076,0.6287,0.98259,0.42784,1.03179,0.00165925,0.00165925,0.00165925
339,99599.2,0.93614,0.44718,0.98644,0.812,0.7884,0.84112,0.62859,0.98271,0.42794,1.03176,0.0016345,0.0016345,0.0016345
340,99892.5,0.93763,0.4451,0.98787,0.81282,0.78691,0.84066,0.62842,0.98274,0.42799,1.03165,0.00160975,0.00160975,0.00160975
341,100185,0.93391,0.44295,0.98507,0.81316,0.78682,0.84085,0.62863,0.98283,0.42804,1.0316,0.001585,0.001585,0.001585
342,100478,0.92909,0.44277,0.98571,0.81421,0.78614,0.84038,0.62864,0.98295,0.42807,1.03155,0.00156025,0.00156025,0.00156025
343,100772,0.93899,0.44573,0.99013,0.81437,0.78573,0.84019,0.62848,0.983,0.42814,1.03146,0.0015355,0.0015355,0.0015355
344,101065,0.93745,0.44444,0.98484,0.81016,0.78769,0.84012,0.62846,0.98305,0.42814,1.03142,0.00151075,0.00151075,0.00151075
345,101358,0.93319,0.43994,0.98642,0.8093,0.78913,0.83974,0.62804,0.98311,0.42825,1.03136,0.001486,0.001486,0.001486
346,101652,0.9365,0.44352,0.98281,0.80788,0.78953,0.83948,0.62805,0.98322,0.42839,1.03133,0.00146125,0.00146125,0.00146125
347,101945,0.9372,0.44306,0.9851,0.80816,0.79007,0.83948,0.62803,0.98336,0.42848,1.0313,0.0014365,0.0014365,0.0014365
348,102238,0.93417,0.44046,0.98577,0.80614,0.79097,0.83919,0.62781,0.98339,0.42849,1.03123,0.00141175,0.00141175,0.00141175
349,102531,0.92984,0.4385,0.9839,0.80612,0.79107,0.83896,0.62739,0.98354,0.42849,1.03122,0.001387,0.001387,0.001387
350,102825,0.92917,0.4368,0.98409,0.80661,0.79088,0.83896,0.62725,0.98364,0.42853,1.03116,0.00136225,0.00136225,0.00136225
351,103118,0.93116,0.43963,0.98666,0.80676,0.78989,0.83889,0.62697,0.98366,0.42857,1.03111,0.0013375,0.0013375,0.0013375
352,103412,0.9269,0.4375,0.98432,0.80656,0.78925,0.83865,0.62662,0.98385,0.42877,1.03107,0.00131275,0.00131275,0.00131275
353,103707,0.92439,0.43497,0.98171,0.8064,0.79016,0.83855,0.62655,0.98389,0.42877,1.031,0.001288,0.001288,0.001288
354,103999,0.93005,0.43798,0.98337,0.80621,0.7903,0.83842,0.62658,0.98399,0.42876,1.03097,0.00126325,0.00126325,0.00126325
355,104293,0.93387,0.43913,0.98449,0.80892,0.78905,0.83806,0.62642,0.9842,0.42885,1.03099,0.0012385,0.0012385,0.0012385
356,104586,0.9274,0.43734,0.9833,0.80901,0.7888,0.8381,0.62635,0.98432,0.42897,1.03096,0.00121375,0.00121375,0.00121375
357,104879,0.92629,0.43643,0.98127,0.80792,0.78843,0.83788,0.62631,0.98437,0.429,1.03092,0.001189,0.001189,0.001189
358,105172,0.92701,0.43639,0.98266,0.80891,0.78796,0.83761,0.62617,0.98451,0.42897,1.03089,0.00116425,0.00116425,0.00116425
359,105466,0.93045,0.43601,0.98307,0.8089,0.78868,0.83736,0.62614,0.98463,0.42916,1.03085,0.0011395,0.0011395,0.0011395
360,105760,0.91978,0.43257,0.97908,0.80857,0.7895,0.83735,0.62604,0.98479,0.42919,1.03084,0.00111475,0.00111475,0.00111475
361,106053,0.9269,0.43722,0.98224,0.81073,0.78642,0.83739,0.62622,0.98488,0.42915,1.0308,0.00109,0.00109,0.00109
362,106346,0.92278,0.43242,0.98184,0.81243,0.78562,0.83739,0.62635,0.98505,0.42913,1.03079,0.00106525,0.00106525,0.00106525
363,106639,0.92791,0.43566,0.98474,0.81295,0.78556,0.83745,0.62613,0.98516,0.42916,1.03077,0.0010405,0.0010405,0.0010405
364,106933,0.92092,0.43067,0.98034,0.81328,0.7858,0.83735,0.62605,0.98522,0.42914,1.03071,0.00101575,0.00101575,0.00101575
